STNNBR,CSTNO,POS,BTLSER,F,TIME,CTDPRS,CTDDEP,CTDTMP,CTDSAL,THETA,SIGTHT,DOSTTMP,F_1,CTDOXY,F_2,SALNTY,F_3,OXYGEN,F_4,PHSPHT,F_5,NO2+NO3,F_6,NITRIT,F_7,SILCAT,F_8,PH,F_9,PH_TMP,PH_SCL,CHLORA,F_10,PPHYTN,F_11,TCARBN,F_12,ALKALI,F_13
Unnamed: 0,     ,   ,         , , JST,     DBAR,METERS,   ITS-90,   PSS-78,   ITS-90.1,    KG/M3,   ITS-90.2, .1,  UMOL/KG, .2,   PSS-78.1, .3,  UMOL/KG.1, .4,  UMOL/KG.2, .5,  UMOL/KG.3, .6,  UMOL/KG.4, .7,  UMOL/KG.5, .8,         .1, .9, ITS-90,      ,     UG/L, .10,     UG/L.1, .11,  UMOL/KG.6, .12,  UMOL/KG.7,Unnamed: 39
 RF-6689,1,36, 02-25090,2,1456,10.5,10.0,29.5453,34.1362,29.5427,21.2337,29.5429,2,197.9,2,34.1387,2,198.19,2,0.02,2,0.03,2,0.0,2,1.27,2,,2,,,0.04,2,0.01,,,,,
 RF-6689,1,35, 02-25088,2,1454,26.0,26.0,25.2875,34.6549,25.2818,22.9946,25.2906,2,218.4,2,-999.0,9,219.0,2,0.02,2,0.01,2,0.0,2,1.47,2,,2,,,0.07,2,0.01,,,,,
 RF-6689,1,34, 02-25843,2,1448,50.9,51.0,22.7571,34.8438,22.7468,23.8878,22.7594,2,222.7,2,34.8415,2,222.95,2,0.02,2,0.0,2,0.0,2,1.58,2,,2,,,0.1,2,0.03,,,,,
 RF-6689,1,30, 02-25839,2,1446,76.2,76.0,21.7842,34.8281,21.7693,24.1516,21.7843,2,218.9,2,-999.0,9,219.3,2,0.02,2,0.02,2,0.0,2,1.7,2,,2,,,0.22,2,0.1,,,,,
 RF-6689,1,29, 02-25838,2,1444,100.8,100.0,21.2374,34.81,21.218,24.2898,21.2364,2,216.5,2,34.8083,2,216.87,2,0.03,2,0.04,2,0.0,2,1.81,2,,2,,,0.25,2,0.27,,,,,
 RF-6689,1,28, 02-24659,2,1443,128.4,128.0,20.6542,34.8127,20.6299,24.4513,20.6542,2,206.6,2,-999.0,9,206.81,2,0.1,2,1.17,2,0.09,2,2.14,2,,2,,,0.2,2,0.46,,,,,
 RF-6689,1,27, 02-24661,2,1441,153.3,152.0,20.2753,34.8086,20.2467,24.5505,20.2738,2,206.0,2,34.8077,2,205.32,2,0.12,2,1.72,2,0.03,2,2.3,2,,2,,,0.09,2,0.18,,,,,
 RF-6689,1,26, 02-25835,2,1439,204.2,203.0,19.4286,34.8508,19.3916,24.8067,19.4282,2,193.4,2,-999.0,9,193.11,2,0.23,2,3.28,2,0.01,2,3.13,2,,2,,,0.02,2,0.02,,,,,
 RF-6689,1,25, 02-25834,2,1437,253.8,252.0,17.6864,34.7966,17.6433,25.2035,17.6824,2,196.5,2,34.7971,2,196.41,2,0.35,2,5.05,2,0.01,2,4.46,2,,9,,,-999.0,9,-999.0,,,,,
 RF-6689,1,21, 02-25830,2,1435,303.4,301.0,16.7357,34.7307,16.6861,25.3816,16.7307,2,195.1,2,-999.0,9,195.12,6,0.46,6,6.62,6,0.01,6,6.16,6,,9,,,-999.0,9,-999.0,,,,,
 RF-6689,1,19, 02-25828,2,1431,407.2,404.0,13.8817,34.4899,13.8231,25.8298,13.8847,2,181.2,2,34.4912,2,181.08,2,0.86,2,12.2,2,0.01,2,14.14,2,,9,,,-999.0,9,-999.0,,,,,
 RF-6689,1,20, 02-25829,2,1432,408.6,406.0,13.8304,34.4862,13.7716,25.8376,13.8288,2,180.9,2,34.4884,2,181.13,2,0.86,2,12.13,2,0.0,2,14.21,2,,9,,,-999.0,9,-999.0,,,,,
 RF-6689,1,18, 02-24660,2,1428,504.9,501.0,11.1403,34.2956,11.0772,26.213,11.1393,2,165.8,2,-999.0,9,166.07,2,1.29,2,18.19,2,0.0,2,25.19,2,,9,,,-999.0,9,-999.0,,,,,
 RF-6689,1,17, 02-25089,2,1425,602.0,597.0,8.3664,34.1752,8.303,26.5806,8.3675,2,134.3,2,34.1751,2,133.31,2,1.89,2,26.08,2,0.0,2,46.43,2,,9,,,-999.0,9,-999.0,,,,,
 RF-6689,1,16, 02-26328,2,1422,702.3,697.0,6.4316,34.1637,6.3674,26.8447,6.4315,2,101.3,2,-999.0,9,101.01,2,2.34,2,32.33,2,0.0,2,68.65,2,,9,,,-999.0,9,-999.0,,,,,
 RF-6689,1,12, 02-26324,2,1419,807.3,801.0,5.3899,34.2076,5.3218,27.0095,5.3898,2,73.9,2,34.2076,6,74.23,2,2.65,2,36.32,2,0.0,2,83.95,2,,9,,,-999.0,9,-999.0,,,,,
 RF-6689,1,11, 02-26323,2,1416,907.2,899.0,4.5245,34.2653,4.4532,27.1538,4.5244,2,64.0,2,-999.0,9,64.38,2,2.78,2,38.61,2,0.0,2,101.76,2,,9,,,-999.0,9,-999.0,,,,,
 RF-6689,1,10, 02-26322,2,1413,1009.5,1001.0,3.8987,34.3495,3.8233,27.2867,3.8988,2,58.4,2,34.3514,2,59.39,2,2.89,2,39.94,2,0.0,2,115.61,2,,9,,,-999.0,9,-999.0,,,,,
 RF-6689,1,9, 02-25247,2,1408,1213.5,1202.0,3.1317,34.4659,3.0461,27.4545,3.1314,2,66.8,2,34.4655,2,67.09,2,2.88,2,40.11,2,0.0,2,131.45,2,,9,,,-999.0,9,-999.0,,,,,
 RF-6689,1,8, 02-26320,2,1403,1412.5,1399.0,2.7436,34.5161,2.6459,27.5304,2.7436,2,78.2,2,34.5161,2,78.83,2,2.84,2,39.74,2,0.0,2,137.69,2,,9,,,-999.0,9,-999.0,,,,,
 RF-6689,1,7, 02-26319,3,1357,1622.1,1606.0,2.3355,34.5682,2.2257,27.6076,2.3355,2,95.0,2,-999.0,9,95.45,2,2.78,2,38.92,2,0.0,2,141.86,2,,9,,,-999.0,9,-999.0,,,,,
 RF-6689,1,3, 02-26315,3,1352,1816.6,1797.0,2.128,34.5978,2.005,27.6491,2.1279,2,106.8,2,34.5979,6,107.1,6,2.73,6,38.34,6,0.0,6,142.86,6,,9,,,-999.0,9,-999.0,,,,,
 RF-6689,1,2, 02-26314,2,1347,2023.1,2001.0,1.9776,34.6152,1.8397,27.6759,1.9777,2,114.9,2,34.615,2,114.72,2,2.68,2,37.94,2,0.0,2,143.65,2,,9,,,-999.0,9,-999.0,,,,,
 RF-6689,1,1, 02-26313,3,1347,2023.6,2001.0,1.9768,34.6153,1.8388,27.676,1.9768,2,115.0,2,34.6144,2,114.53,2,2.69,2,37.79,2,0.0,2,143.3,2,,9,,,-999.0,9,-999.0,,,,,
 RF-6692,1,-9,       -9,0,1027,0.0,10.0,29.3432,34.5526,29.3426,21.6134,-999.0,9,198.5,2,-999.0,9,197.0,2,0.07,2,0.04,2,0.01,2,1.57,2,,2,,,0.05,2,0.02,,,,,
 RF-6692,1,36, 02-25090,2,1059,10.1,10.0,29.0418,34.5611,29.0393,21.7214,28.9904,2,200.0,2,34.5606,2,200.05,2,0.02,2,0.02,2,0.0,2,1.57,2,,2,,,0.05,2,0.02,,,,,
 RF-6692,1,35, 02-25088,2,1058,24.8,25.0,26.1179,34.8215,26.1124,22.8636,26.1237,2,217.3,2,34.7199,4,214.34,2,0.02,2,0.0,2,0.0,2,1.61,2,,2,,,0.06,2,0.02,,,,,
 RF-6692,1,34, 02-25843,2,1054,49.3,49.0,22.5155,34.7857,22.5056,23.9124,22.5004,2,221.7,2,-999.0,9,222.26,2,0.02,2,0.06,2,0.0,2,1.72,2,,2,,,0.14,2,0.06,,,,,
 RF-6692,1,33, 02-25842,2,1052,73.9,73.0,21.7897,34.8603,21.7752,24.1744,21.7903,2,218.5,2,34.8547,4,218.36,2,0.03,2,0.0,2,0.01,2,1.83,2,,2,,,0.23,2,0.24,,,,,
 RF-6692,1,32, 02-25841,2,1050,100.1,99.0,21.0365,34.8548,21.0174,24.3786,21.0356,2,213.9,2,-999.0,9,213.9,2,0.05,2,0.52,2,0.15,2,1.94,2,,2,,,0.26,2,0.28,,,,,
 RF-6692,1,31, 02-25840,2,1049,126.0,125.0,20.5885,34.8421,20.5648,24.4912,20.5916,2,209.6,2,34.8406,2,209.32,2,0.1,2,1.23,2,0.05,2,2.21,2,,2,,,0.11,2,0.18,,,,,
 RF-6692,1,30, 02-25839,2,1047,150.2,149.0,20.1554,34.8479,20.1275,24.6121,20.1535,2,210.5,2,-999.0,9,210.21,2,0.1,2,1.35,2,0.03,2,2.23,2,,2,,,0.04,2,0.07,,,,,
 RF-6692,1,29, 02-25838,2,1045,202.2,201.0,18.6424,34.8186,18.6069,24.982,18.641,2,194.9,2,34.8161,2,194.93,2,0.29,2,4.32,2,0.02,2,4.09,2,,2,,,0.0,2,0.02,,,,,
 RF-6692,1,28, 02-24659,2,1043,251.3,250.0,17.7336,34.7949,17.6908,25.1907,17.7329,2,203.7,2,-999.0,9,204.12,2,0.3,2,4.37,2,0.01,2,4.2,2,,9,,,-999.0,9,-999.0,,,,,
 RF-6692,1,27, 02-24661,2,1041,301.5,299.0,17.0261,34.7537,16.9763,25.3308,17.0267,2,200.5,2,34.753,2,200.41,6,0.4,6,5.83,6,0.01,6,5.4,6,,9,,,-999.0,9,-999.0,,,,,
 RF-6692,1,26, 02-25835,2,1037,405.1,402.0,13.9167,34.4955,13.8582,25.8268,13.9135,2,187.1,2,-999.0,9,187.27,2,0.81,2,11.72,2,0.01,2,13.68,2,,9,,,-999.0,9,-999.0,,,,,
 RF-6692,1,25, 02-25834,2,1034,503.2,499.0,11.2706,34.285,11.2072,26.1812,11.2698,2,171.4,2,34.2845,2,171.37,2,1.25,2,17.45,2,0.01,2,22.66,2,,9,,,-999.0,9,-999.0,,,,,
 RF-6692,1,24, 02-25248,2,1031,604.6,600.0,8.7636,34.1775,8.6982,26.5216,8.7632,2,138.5,2,-999.0,9,138.24,2,1.81,2,25.07,2,0.01,2,40.94,2,,9,,,-999.0,9,-999.0,,,,,
 RF-6692,1,23, 02-25832,2,1028,706.4,701.0,6.4059,34.1424,6.3414,26.8313,6.4085,2,100.6,2,34.1434,2,100.39,2,2.36,2,32.69,2,0.01,2,67.13,2,,9,,,-999.0,9,-999.0,,,,,
 RF-6692,1,22, 02-25831,2,1025,806.5,800.0,5.2079,34.1995,5.141,27.0243,5.2085,2,73.6,2,-999.0,9,73.94,2,2.67,2,37.0,2,0.0,2,87.27,2,,9,,,-999.0,9,-999.0,,,,,
 RF-6692,1,21, 02-25830,2,1022,904.5,897.0,4.4121,34.2869,4.3417,27.183,4.4103,2,59.9,2,34.289,2,59.96,2,2.84,2,39.5,2,0.01,2,104.28,2,,9,,,-999.0,9,-999.0,,,,,
 RF-6692,1,20, 02-25829,2,1019,1010.1,1001.0,3.8414,34.3584,3.7664,27.2996,3.8416,2,57.4,2,-999.0,9,57.26,2,2.9,2,40.48,2,0.01,2,117.2,2,,9,,,-999.0,9,-999.0,,,,,
 RF-6692,1,19, 02-25828,2,1015,1210.3,1199.0,3.1682,34.4625,3.0825,27.4484,3.1682,2,65.3,2,34.4621,2,65.92,2,2.9,2,40.66,2,0.0,2,131.06,2,,9,,,-999.0,9,-999.0,,,,,
 RF-6692,1,18, 02-24660,2,1010,1414.5,1401.0,2.7238,34.518,2.6262,27.5337,2.7237,2,78.5,2,-999.0,9,78.58,2,2.85,2,40.07,2,0.01,2,138.5,2,,9,,,-999.0,9,-999.0,,,,,
 RF-6692,1,17, 02-25089,2,1005,1616.7,1600.0,2.3338,34.5641,2.2244,27.6044,2.3337,2,93.0,2,34.5635,2,93.28,6,2.79,6,39.46,6,0.01,6,143.0,6,,9,,,-999.0,9,-999.0,,,,,
 RF-6692,1,15, 02-25822,2,959,1823.7,1804.0,2.0961,34.5944,1.973,27.6489,2.0959,2,105.1,2,34.5938,2,105.26,2,2.74,2,38.88,2,0.01,2,144.55,2,,9,,,-999.0,9,-999.0,,,,,
 RF-6692,1,16, 02-26328,3,1000,1825.3,1806.0,2.0952,34.5946,1.972,27.6491,2.0951,2,105.1,2,-999.0,9,105.39,2,2.74,2,38.77,2,0.01,2,144.56,2,,9,,,-999.0,9,-999.0,,,,,
 RF-6692,1,14, 02-26326,2,955,2023.1,2001.0,1.9401,34.618,1.8026,27.681,1.9401,2,116.0,2,34.6184,2,116.5,2,2.69,2,38.25,2,0.0,2,144.44,2,,9,,,-999.0,9,-999.0,,,,,
 RF-6692,1,13, 02-26325,2,948,2279.3,2253.0,1.802,34.6358,1.6449,27.7072,1.8016,2,125.2,2,34.6365,2,125.33,2,2.65,2,37.65,2,0.01,2,144.54,2,,9,,,-999.0,9,-999.0,,,,,
 RF-6692,1,12, 02-26324,2,942,2531.9,2501.0,1.7226,34.6472,1.5446,27.7238,1.7225,2,131.4,2,34.6488,2,131.85,2,2.62,2,37.24,2,0.01,2,144.53,2,,9,,,-999.0,9,-999.0,,,,,
 RF-6692,1,11, 02-26323,2,936,2787.1,2751.0,1.6554,34.6567,1.4554,27.7379,1.6552,2,137.1,2,34.6542,4,137.17,2,2.59,2,37.0,2,0.01,2,144.25,2,,9,,,-999.0,9,-999.0,,,,,
 RF-6692,1,10, 02-26322,2,930,3040.4,2999.0,1.5981,34.6651,1.3753,27.7504,1.598,2,142.2,2,34.6641,2,142.76,6,2.57,6,36.59,6,0.01,6,144.08,6,,9,,,-999.0,9,-999.0,,,,,
 RF-6692,1,9, 02-25247,2,925,3298.7,3252.0,1.5649,34.6711,1.3176,27.7593,1.5649,2,146.3,2,34.671,2,146.45,2,2.55,2,36.38,2,0.0,2,143.73,2,,9,,,-999.0,9,-999.0,,,,,
 RF-6692,1,8, 02-26320,2,919,3552.5,3500.0,1.553,34.6749,1.2802,27.765,1.5529,2,149.1,2,34.6749,2,149.52,2,2.53,2,36.19,2,0.0,2,143.3,2,,9,,,-999.0,9,-999.0,,,,,
 RF-6692,1,7, 02-26319,2,913,3809.0,3751.0,1.5495,34.678,1.2498,27.7696,1.5493,2,151.5,2,34.6761,4,150.8,6,2.53,6,36.14,6,0.0,6,142.72,6,,9,,,-999.0,9,-999.0,,,,,
 RF-6692,1,6, 02-26318,2,907,4062.3,3998.0,1.558,34.6798,1.2307,27.7724,1.558,2,153.0,2,34.6797,2,153.29,2,2.51,2,35.94,2,0.0,2,142.56,2,,9,,,-999.0,9,-999.0,,,,,
 RF-6692,1,5, 02-26317,2,907,4062.9,3999.0,1.5579,34.6798,1.2305,27.7724,1.5578,2,153.0,2,34.68,2,153.32,2,2.51,2,35.96,2,0.0,2,142.64,2,,9,,,-999.0,9,-999.0,,,,,
 RF-6692,1,4, 02-26316,2,902,4320.8,4250.0,1.575,34.6809,1.2183,27.7741,1.5747,2,154.2,2,34.6817,6,154.21,2,2.51,2,35.94,2,0.0,2,142.42,2,,9,,,-999.0,9,-999.0,,,,,
 RF-6692,1,3, 02-26315,2,856,4574.3,4497.0,1.5976,34.6817,1.211,27.7753,1.5975,2,154.9,2,34.6816,2,154.91,2,2.5,2,35.84,2,0.0,2,142.16,2,,9,,,-999.0,9,-999.0,,,,,
 RF-6692,1,2, 02-26314,2,850,4833.0,4748.0,1.6236,34.6822,1.2055,27.776,1.6236,2,155.5,2,34.6823,2,155.34,2,2.5,2,35.65,2,0.0,2,142.19,2,,9,,,-999.0,9,-999.0,,,,,
 RF-6692,1,1, 02-26313,2,846,5007.7,4918.0,1.6455,34.6822,1.2054,27.776,1.6455,2,155.7,2,34.6801,4,154.37,3,2.5,2,35.86,2,0.0,2,142.16,2,,9,,,-999.0,9,-999.0,,,,,
 RF-6694,1,-9,       -9,0,2007,0.0,10.0,30.2451,34.9408,30.2444,21.5981,-999.0,9,193.7,2,34.9476,2,193.36,2,0.09,2,0.0,2,0.01,2,1.39,2,8.0847,2,25,    TS,0.04,2,0.01,2,1969.5,2,2293.7,2
 RF-6694,1,33, 02-25842,2,2040,10.3,10.0,30.1907,34.9362,30.1882,21.6139,30.1772,2,194.4,2,34.9379,2,194.18,2,0.02,2,0.0,2,0.01,2,1.38,2,8.0841,2,25,    TS,0.04,2,0.01,2,1971.1,2,2293.7,2
 RF-6694,1,32, 02-25841,2,2038,26.1,26.0,27.3881,34.858,27.382,22.4883,27.3814,2,213.6,2,-999.0,9,213.87,2,0.03,2,0.0,2,0.01,2,1.43,2,8.0784,3,25,    TS,0.05,2,0.02,2,1967.4,2,2288.8,2
 RF-6694,1,31, 02-25840,2,2033,51.0,51.0,25.1465,34.8973,25.1354,23.2224,25.145,2,219.1,2,34.8973,2,219.05,2,0.02,2,0.0,2,0.0,2,1.54,2,8.0552,3,25,    TS,0.08,2,0.02,2,1981.6,2,2291.8,2
 RF-6694,1,30, 02-25839,2,2032,77.8,77.0,22.9411,34.9059,22.9253,23.8837,22.9557,2,216.0,2,-999.0,9,215.59,2,0.02,2,0.0,2,0.01,2,1.76,2,8.0351,2,25,    TS,0.15,2,0.07,2,2000.2,2,2291.6,2
 RF-6694,1,29, 02-25838,2,2030,101.4,101.0,21.373,34.9077,21.3534,24.3271,21.3706,2,215.2,2,34.9099,2,214.27,2,0.04,2,0.0,2,0.01,2,1.94,2,8.0124,2,25,    TS,0.2,2,0.24,2,2014.0,2,2289.8,2
 RF-6694,1,28, 02-24659,2,2029,125.0,124.0,20.3309,34.8808,20.3075,24.5894,20.3297,2,209.7,2,-999.0,9,209.68,2,0.08,2,0.57,2,0.09,2,2.21,2,7.9927,2,25,    TS,0.23,2,0.45,2,2021.5,2,2290.2,2
 RF-6694,1,24, 02-25248,2,2027,152.4,151.0,19.0118,34.8302,18.9846,24.8953,19.0067,2,203.6,2,34.8289,2,204.26,2,0.19,2,2.65,2,0.02,2,3.0,2,7.9667,2,25,    TS,0.05,2,0.09,2,2038.9,2,2285.7,2
 RF-6694,1,23, 02-25832,2,2025,203.7,202.0,17.8756,34.7979,17.8408,25.1564,17.8757,2,204.5,2,-999.0,9,204.46,2,0.28,2,3.88,2,0.01,2,3.89,2,7.9475,2,25,    TS,0.0,2,0.02,2,2043.9,2,2284.7,2
 RF-6694,1,22, 02-25831,2,2023,251.4,250.0,17.2105,34.7726,17.1687,25.2995,17.2109,2,206.0,2,-999.0,9,206.39,6,0.34,6,4.87,6,0.01,6,4.67,6,7.9387,2,25,    TS,-999.0,9,-999.0,9,2048.3,2,2282.8,2
 RF-6694,1,21, 02-25830,2,2021,301.2,299.0,16.3434,34.7023,16.295,25.4509,16.3423,2,199.2,2,34.7019,2,199.48,2,0.46,2,6.82,2,0.01,2,6.77,2,7.9082,2,25,    TS,-999.0,9,-999.0,9,2058.6,2,2280.5,2
 RF-6694,1,20, 02-25829,2,2021,301.5,299.0,16.3339,34.6998,16.2854,25.4512,16.3197,2,199.3,2,34.6991,2,198.9,2,0.47,2,6.87,2,0.01,2,6.8,2,7.9042,2,25,    TS,-999.0,9,-999.0,9,2062.5,2,2280.1,2
 RF-6694,1,19, 02-25828,2,2018,402.4,399.0,14.0381,34.5009,13.9797,25.8056,14.0378,2,189.2,2,34.4995,2,188.92,2,0.79,2,11.15,2,0.01,2,13.02,2,7.8321,2,25,    TS,-999.0,9,-999.0,9,2092.3,6,2274.8,6
 RF-6694,1,15, 02-25822,2,2015,502.0,498.0,10.8736,34.2732,10.8118,26.2432,10.8724,2,174.9,2,-999.0,9,174.42,2,1.27,2,17.79,2,0.01,2,26.06,2,7.7282,2,25,    TS,-999.0,9,-999.0,9,2135.4,2,2275.3,2
 RF-6694,1,14, 02-26326,2,2012,608.6,604.0,7.8089,34.1089,7.7474,26.6111,7.7958,2,141.8,2,34.1115,2,141.6,2,1.89,2,26.11,2,0.01,2,46.93,2,7.5933,2,25,    TS,-999.0,9,-999.0,9,2195.3,2,2284.2,2
 RF-6694,1,13, 02-26325,2,2008,710.0,704.0,5.925,34.1619,5.8627,26.9076,5.924,2,88.8,2,-999.0,9,88.79,2,2.49,2,34.29,2,0.0,2,74.02,2,7.4639,6,25,    TS,-999.0,9,-999.0,9,2261.1,2,2309.2,2
 RF-6694,1,12, 02-26324,2,2005,807.6,801.0,5.0753,34.2142,5.009,27.0512,5.0754,2,70.4,2,34.2148,2,70.53,2,2.7,2,37.34,2,0.0,2,89.8,2,7.4215,2,25,    TS,-999.0,9,-999.0,9,2300.0,2,2325.8,2
 RF-6694,1,11, 02-26323,2,2002,907.9,900.0,4.3055,34.2887,4.2356,27.1957,4.3053,2,58.0,2,-999.0,9,58.18,2,2.85,2,39.46,2,0.0,2,106.42,2,7.4032,2,25,    TS,-999.0,9,-999.0,9,2321.0,2,2343.4,2
 RF-6694,1,10, 02-26322,2,1959,1007.7,999.0,3.7944,34.3665,3.72,27.3106,3.7943,2,56.5,2,34.3678,2,56.65,2,2.91,2,40.23,2,0.0,2,118.02,2,7.4058,2,25,    TS,-999.0,9,-999.0,9,2333.4,2,2360.9,6
 RF-6694,1,6, 02-26318,2,1955,1207.5,1196.0,3.135,34.4609,3.0499,27.4502,3.135,2,64.6,2,-999.0,9,64.63,2,2.9,2,40.53,2,0.0,2,131.72,2,7.4182,6,25,    TS,-999.0,9,-999.0,9,2346.4,2,2378.0,2
 RF-6694,1,5, 02-26317,2,1951,1410.0,1396.0,2.7688,34.5185,2.671,27.5301,2.7684,2,78.2,2,34.5184,6,78.4,6,2.85,6,39.9,6,0.01,6,137.19,6,7.4506,2,25,    TS,-999.0,9,-999.0,9,2345.3,2,2392.4,2
 RF-6694,1,4, 02-26316,2,1946,1614.9,1598.0,2.4189,34.5565,2.3087,27.5914,2.4184,2,90.6,2,34.5571,2,90.52,2,2.8,2,39.34,2,0.0,2,141.8,2,7.4732,2,25,    TS,-999.0,9,-999.0,9,2346.3,2,2397.6,2
 RF-6694,1,3, 02-26315,2,1946,1615.6,1599.0,2.4184,34.5566,2.3081,27.5915,2.4183,2,90.6,2,34.5559,2,90.62,2,2.8,2,39.21,2,0.0,2,141.86,2,7.4686,2,25,    TS,-999.0,9,-999.0,9,2350.0,2,2399.5,2
 RF-6694,1,2, 02-26314,2,1941,1822.4,1803.0,2.2043,34.5826,2.0799,27.6309,2.2049,2,100.4,2,34.5831,2,100.25,2,2.76,2,38.94,2,0.0,2,143.64,2,7.488,2,25,    TS,-999.0,9,-999.0,9,2341.5,2,2403.6,2
 RF-6694,1,1, 02-26313,3,1936,2024.0,2001.0,2.0202,34.6072,1.8815,27.6663,2.0201,2,111.4,2,34.6079,6,111.09,2,2.71,2,38.31,2,0.0,2,144.33,2,7.507,2,25,    TS,-999.0,9,-999.0,9,2343.1,2,2406.6,2
 RF-6696,1,-9,       -9,0,731,0.0,11.0,29.0178,34.377,29.0172,21.5906,-999.0,9,199.4,2,-999.0,9,199.29,2,0.09,2,0.18,2,0.01,2,1.71,2,,2,,,0.06,2,0.02,,,,,
 RF-6696,1,35, 02-25088,2,757,10.6,11.0,29.0238,34.3773,29.0212,21.5895,29.026,2,199.4,2,34.3802,2,200.0,2,0.03,2,0.15,2,0.0,2,1.55,2,,2,,,0.06,2,0.02,,,,,
 RF-6696,1,36, 02-25090,2,757,10.7,11.0,29.02,34.3773,29.0174,21.5908,29.0125,2,199.5,2,34.3784,2,199.54,2,0.03,2,0.11,2,0.0,2,1.55,2,,9,,,-999.0,9,-999.0,,,,,
 RF-6696,1,34, 02-25843,2,755,25.3,25.0,25.5821,34.643,25.5765,22.8951,25.5863,2,219.7,2,34.6432,2,220.65,2,0.03,2,0.02,2,0.0,2,1.71,2,,2,,,0.09,2,0.03,,,,,
 RF-6696,1,33, 02-25842,2,751,50.8,50.0,22.865,34.7864,22.8547,23.8133,22.8727,2,228.2,2,-999.0,9,228.63,2,0.03,2,0.03,2,0.0,2,1.78,2,,2,,,0.12,2,0.04,,,,,
 RF-6696,1,32, 02-25841,2,750,74.6,74.0,21.4622,34.8776,21.4477,24.2782,21.4619,2,225.0,2,34.8751,2,225.48,2,0.04,2,0.09,2,0.0,2,1.91,2,,2,,,0.07,2,0.26,,,,,
 RF-6696,1,31, 02-25840,2,748,99.7,99.0,20.3508,34.8773,20.3322,24.5801,20.3551,2,212.2,2,-999.0,9,212.3,2,0.08,2,0.38,2,0.03,2,2.17,2,,2,,,0.37,2,0.41,,,,,
 RF-6696,1,27, 02-24661,2,747,124.9,124.0,19.618,34.8428,19.5952,24.7477,19.6105,2,206.0,2,34.8423,2,206.36,2,0.16,2,1.88,2,0.08,2,2.75,2,,2,,,0.2,2,0.36,,,,,
 RF-6696,1,26, 02-25835,2,745,151.9,151.0,19.1283,34.8254,19.1011,24.8619,19.1285,2,204.3,2,-999.0,9,205.19,2,0.21,2,2.57,2,0.03,2,3.11,2,,2,,,0.07,2,0.14,,,,,
 RF-6696,1,25, 02-25834,2,743,202.2,201.0,18.1484,34.8063,18.1135,25.0957,18.1433,2,202.8,2,34.8052,2,202.97,2,0.29,2,3.88,2,0.01,2,3.79,2,,2,,,0.01,2,0.02,,,,,
 RF-6696,1,24, 02-25248,2,741,252.9,251.0,17.1171,34.7629,17.0752,25.3144,17.1165,2,202.3,2,-999.0,9,202.89,2,0.38,2,5.36,2,0.01,2,5.0,2,,9,,,-999.0,9,-999.0,,,,,
 RF-6696,1,23, 02-25832,2,739,303.9,302.0,15.9803,34.6681,15.9323,25.5077,15.9802,2,196.4,2,34.6705,6,196.67,2,0.54,2,7.49,2,0.01,2,7.38,2,,9,,,-999.0,9,-999.0,,,,,
 RF-6696,1,22, 02-25831,2,736,404.7,402.0,13.4053,34.4523,13.3484,25.8983,13.4044,2,188.6,2,-999.0,9,188.87,6,0.88,6,12.32,6,0.01,6,14.98,6,,9,,,-999.0,9,-999.0,,,,,
 RF-6696,1,17, 02-25089,2,733,504.6,501.0,10.327,34.2273,10.2669,26.3029,10.3308,2,175.3,2,34.229,2,175.43,2,1.35,2,18.71,2,0.0,2,27.74,2,,9,,,-999.0,9,-999.0,,,,,
 RF-6696,1,18, 02-24660,2,733,505.2,501.0,10.2943,34.2251,10.2342,26.3068,10.299,2,175.2,2,34.229,2,175.36,2,1.35,2,18.69,2,0.0,2,27.68,2,,9,,,-999.0,9,-999.0,,,,,
 RF-6696,1,16, 02-26328,2,729,606.0,601.0,7.5224,34.1135,7.4624,26.6557,7.5181,2,134.4,2,-999.0,9,134.05,2,2.0,2,27.43,2,0.0,2,51.35,2,,9,,,-999.0,9,-999.0,,,,,
 RF-6696,1,15, 02-25822,2,726,705.5,700.0,6.063,34.1329,6.0004,26.8674,6.0571,2,99.3,2,34.1326,6,99.56,2,2.41,2,33.19,2,0.0,2,71.56,2,,9,,,-999.0,9,-999.0,,,,,
 RF-6696,1,14, 02-26326,2,724,807.1,800.0,4.9234,34.2316,4.8581,27.0822,4.9231,2,67.2,2,-999.0,9,66.73,2,2.76,2,38.12,2,0.0,2,93.14,2,,9,,,-999.0,9,-999.0,,,,,
 RF-6696,1,13, 02-26325,2,721,906.9,899.0,4.2736,34.313,4.204,27.2184,4.2745,2,56.5,2,34.3119,2,56.26,2,2.89,2,39.97,2,0.0,2,106.96,2,,9,,,-999.0,9,-999.0,,,,,
 RF-6696,1,9, 02-25247,2,718,1009.1,1000.0,3.8864,34.3614,3.8111,27.2974,3.8858,2,54.7,2,34.361,2,54.2,2,2.93,2,40.58,2,0.0,2,115.63,2,,9,,,-999.0,9,-999.0,,,,,
 RF-6696,1,8, 02-26320,2,713,1212.3,1201.0,3.1193,34.4595,3.034,27.4505,3.1194,2,63.2,2,34.4601,2,62.83,2,2.93,2,40.83,2,0.0,2,132.37,2,,9,,,-999.0,9,-999.0,,,,,
